,Breaking&Entering,Stated intent with partner,Happened at night,Elements of assault identified,Elements of theft identified,Race,Stage of Legal Procedure,Sentencing
3603,True,False,False,True,False,Hispanic,Pre-Trial Motions,0
3604,True,True,True,True,False,Other,Initial Hearing/Arraignment,0
3605,True,False,True,True,True,Hispanic,Plea Bargaining,3
3606,True,True,True,True,False,Other,Pre-Trial Motions,2
3607,True,False,False,False,True,White,Plea Bargaining,4
3608,False,True,True,False,False,Other,Plea Bargaining,3
3609,True,True,False,False,False,Hispanic,Initial Hearing/Arraignment,1
3610,True,True,False,False,True,Black,Investigation,4
3611,False,True,False,True,True,Hispanic,Plea Bargaining,0
3612,False,True,False,False,True,Other,Initial Hearing/Arraignment,4
3613,False,False,True,True,False,Other,Initial Hearing/Arraignment,1
3614,False,False,True,True,True,Other,Pre-Trial Motions,0
3615,False,True,True,True,True,White,Investigation,2
3616,True,True,True,True,False,Hispanic,Investigation,1
3617,True,True,False,True,True,Black,Initial Hearing/Arraignment,4
3618,True,False,False,True,True,Other,Investigation,1
3619,False,False,True,False,True,Black,Investigation,2
3620,True,True,True,True,True,White,Pre-Trial Motions,0
3621,False,False,True,True,True,Other,Investigation,2
3622,False,True,False,False,True,Black,Plea Bargaining,4
3623,False,True,False,True,True,White,Investigation,1
3624,False,False,False,True,True,Black,Plea Bargaining,0
3625,False,False,True,False,True,Hispanic,Plea Bargaining,5
3626,True,False,False,False,True,White,Pre-Trial Motions,1
3627,False,True,False,True,True,Black,Plea Bargaining,4
3628,True,True,True,False,True,White,Pre-Trial Motions,3
3629,True,False,True,True,False,Black,Investigation,5
3630,False,False,False,True,True,White,Plea Bargaining,5
3631,True,False,False,True,True,Hispanic,Pre-Trial Motions,0
3632,False,True,False,True,False,White,Plea Bargaining,3
3633,True,True,True,True,True,Hispanic,Initial Hearing/Arraignment,1
3634,False,True,True,False,True,Other,Initial Hearing/Arraignment,1
3635,False,False,False,False,True,Hispanic,Initial Hearing/Arraignment,2
3636,False,True,True,True,False,White,Plea Bargaining,1
3637,False,True,True,True,False,Black,Plea Bargaining,5
3638,False,True,True,False,False,Other,Pre-Trial Motions,1
3639,False,False,True,True,True,White,Initial Hearing/Arraignment,4
3640,False,True,False,False,False,Black,Investigation,3
3641,True,False,True,False,True,White,Initial Hearing/Arraignment,1
3642,False,True,True,False,False,White,Initial Hearing/Arraignment,4
3643,True,False,False,False,True,Other,Plea Bargaining,4
3644,False,True,False,True,True,Other,Investigation,3
3645,False,True,False,True,True,Hispanic,Initial Hearing/Arraignment,2
3646,True,True,True,False,False,Other,Investigation,4
3647,True,True,False,False,False,White,Plea Bargaining,3
3648,False,True,False,False,True,Hispanic,Investigation,3
3649,False,False,False,True,True,Hispanic,Plea Bargaining,2
3650,True,True,False,True,False,Hispanic,Plea Bargaining,3
3651,False,True,True,True,False,Black,Plea Bargaining,5
3652,False,True,True,True,False,Black,Pre-Trial Motions,5
3653,False,False,True,True,False,White,Investigation,4
3654,False,True,False,False,True,Hispanic,Investigation,5
3655,False,True,False,False,True,Black,Investigation,5
3656,True,False,True,False,True,Hispanic,Investigation,3
3657,True,False,True,True,True,Hispanic,Investigation,3
3658,False,False,True,False,False,Other,Initial Hearing/Arraignment,2
3659,False,True,True,True,True,Hispanic,Pre-Trial Motions,1
3660,False,True,True,True,False,Hispanic,Plea Bargaining,2
3661,False,True,True,True,True,Hispanic,Pre-Trial Motions,1
3662,True,True,False,False,True,Black,Plea Bargaining,5
3663,False,False,True,False,False,Black,Investigation,4
3664,False,True,True,True,True,Hispanic,Initial Hearing/Arraignment,1
3665,True,False,False,True,True,Black,Plea Bargaining,2
3666,False,False,True,False,False,Hispanic,Plea Bargaining,1
3667,False,True,True,False,False,White,Plea Bargaining,3
3668,False,False,True,False,True,Black,Plea Bargaining,5
3669,False,False,False,True,True,Other,Investigation,4
3670,True,False,True,True,True,White,Plea Bargaining,3
3671,True,True,False,False,False,Other,Plea Bargaining,3
3672,False,False,True,True,True,Hispanic,Investigation,5
3673,True,False,False,False,True,White,Pre-Trial Motions,3
3674,False,True,True,True,True,White,Plea Bargaining,2
3675,True,True,True,False,False,White,Investigation,3
3676,False,False,True,False,False,Hispanic,Plea Bargaining,2
3677,True,False,False,False,False,Hispanic,Plea Bargaining,0
3678,True,True,False,True,True,White,Initial Hearing/Arraignment,0
3679,False,True,False,False,True,White,Investigation,1
3680,False,True,True,False,False,Hispanic,Plea Bargaining,4
3681,True,False,True,False,False,White,Initial Hearing/Arraignment,3
3682,False,False,True,False,True,White,Plea Bargaining,4
3683,False,False,True,True,False,Other,Plea Bargaining,5
3684,True,True,True,False,False,White,Pre-Trial Motions,1
3685,True,True,False,False,False,Black,Plea Bargaining,5
3686,False,False,False,False,True,Hispanic,Pre-Trial Motions,4
3687,False,True,False,True,True,Black,Pre-Trial Motions,3
3688,True,False,True,True,True,Hispanic,Pre-Trial Motions,1
3689,False,False,False,False,True,Black,Initial Hearing/Arraignment,1
3690,False,False,False,False,False,Black,Plea Bargaining,3
3691,False,True,True,True,False,Hispanic,Plea Bargaining,0
3692,False,True,False,True,True,White,Pre-Trial Motions,3
3693,True,False,True,True,False,Hispanic,Investigation,0
3694,False,False,False,True,False,White,Investigation,2
3695,True,True,False,False,True,Other,Plea Bargaining,5
3696,True,True,True,False,True,Hispanic,Initial Hearing/Arraignment,3
3697,True,True,True,True,True,White,Investigation,2
3698,True,True,True,True,True,Other,Pre-Trial Motions,0
3699,True,False,True,True,True,White,Initial Hearing/Arraignment,5
3700,True,False,False,False,True,Hispanic,Plea Bargaining,0
3701,True,True,False,True,False,White,Investigation,0
3702,True,False,False,False,True,White,Investigation,3
3703,True,True,True,False,True,Black,Investigation,3
3704,False,False,True,True,False,Black,Plea Bargaining,3
3705,False,False,True,False,False,Other,Plea Bargaining,2
3706,True,False,True,False,False,White,Plea Bargaining,4
3707,True,True,False,False,True,White,Plea Bargaining,0
3708,True,True,False,True,True,White,Pre-Trial Motions,2
3709,True,True,True,True,False,Black,Plea Bargaining,1
3710,True,False,False,True,True,Hispanic,Investigation,3
3711,True,True,True,True,False,White,Pre-Trial Motions,4
3712,False,False,False,True,True,White,Plea Bargaining,2
3713,False,False,False,True,True,Black,Plea Bargaining,2
3714,False,False,True,True,True,Hispanic,Pre-Trial Motions,3
3715,False,False,True,False,True,Black,Plea Bargaining,5
3716,True,True,False,True,False,Hispanic,Pre-Trial Motions,2
3717,True,True,True,False,True,Hispanic,Plea Bargaining,2
3718,True,False,False,False,True,Other,Initial Hearing/Arraignment,4
3719,True,True,False,False,False,Hispanic,Plea Bargaining,1
3720,True,False,False,True,False,White,Initial Hearing/Arraignment,2
3721,True,True,False,False,True,Other,Pre-Trial Motions,2
3722,False,False,True,True,True,Black,Plea Bargaining,0
3723,False,True,False,False,False,Hispanic,Pre-Trial Motions,0
3724,True,True,True,True,False,White,Pre-Trial Motions,1
3725,False,False,False,False,True,Black,Investigation,3
3726,True,True,True,True,False,Black,Plea Bargaining,3
3727,True,True,False,False,True,White,Investigation,1
3728,False,True,False,False,True,Hispanic,Initial Hearing/Arraignment,4
3729,False,True,False,False,False,White,Plea Bargaining,1
3730,False,False,False,False,False,Hispanic,Pre-Trial Motions,2
3731,True,True,True,True,True,Hispanic,Investigation,2
3732,False,False,True,False,True,Black,Plea Bargaining,5
3733,False,True,False,True,True,Other,Plea Bargaining,2
3734,True,False,True,True,True,Black,Investigation,5
3735,True,True,False,False,True,White,Plea Bargaining,2
3736,False,True,False,True,False,Other,Investigation,5
3737,True,True,False,False,True,Other,Plea Bargaining,4
3738,False,True,True,True,False,White,Initial Hearing/Arraignment,3
3739,True,True,True,False,False,Other,Pre-Trial Motions,4
3740,True,True,False,True,True,Black,Plea Bargaining,3
3741,False,False,True,True,True,Other,Pre-Trial Motions,1
3742,False,True,False,False,False,Hispanic,Pre-Trial Motions,3
3743,False,False,True,True,True,Other,Initial Hearing/Arraignment,4
3744,True,True,False,False,False,Hispanic,Initial Hearing/Arraignment,0
3745,True,True,False,True,True,White,Initial Hearing/Arraignment,1
3746,True,False,True,False,False,Other,Investigation,0
3747,False,False,False,True,True,Hispanic,Plea Bargaining,3
3748,True,True,False,True,False,White,Investigation,0
3749,False,True,True,True,False,White,Initial Hearing/Arraignment,4
3750,True,True,False,False,False,Other,Initial Hearing/Arraignment,1
3751,False,False,True,False,True,Other,Investigation,0
3752,False,False,True,False,False,Other,Initial Hearing/Arraignment,1
3753,False,True,True,False,False,Hispanic,Initial Hearing/Arraignment,2
3754,False,True,False,True,False,Black,Plea Bargaining,1
3755,True,False,False,True,True,Black,Plea Bargaining,3
3756,True,False,False,True,False,Other,Initial Hearing/Arraignment,2
3757,False,False,True,True,False,Hispanic,Investigation,2
3758,False,True,True,False,False,White,Pre-Trial Motions,4
3759,True,False,True,False,False,Black,Investigation,5
3760,True,False,True,False,True,Other,Pre-Trial Motions,4
3761,False,False,True,False,True,Black,Plea Bargaining,1
3762,False,False,True,False,False,White,Plea Bargaining,0
3763,False,False,True,False,False,Other,Initial Hearing/Arraignment,3
3764,True,False,True,True,True,Other,Investigation,0
3765,False,True,False,False,True,White,Plea Bargaining,0
3766,True,False,True,True,False,White,Initial Hearing/Arraignment,4
3767,True,True,True,False,True,White,Pre-Trial Motions,2
3768,True,False,True,True,True,Black,Initial Hearing/Arraignment,1
3769,False,True,True,False,True,Black,Investigation,1
3770,False,False,False,True,False,Black,Initial Hearing/Arraignment,5
3771,False,True,False,True,True,Hispanic,Pre-Trial Motions,4
3772,True,False,False,False,False,White,Investigation,2
3773,True,False,False,True,False,Other,Pre-Trial Motions,2
3774,False,True,False,True,True,Hispanic,Investigation,1
3775,True,True,False,True,False,Black,Plea Bargaining,5
3776,False,False,False,False,False,Other,Pre-Trial Motions,2
3777,False,True,True,True,False,Hispanic,Investigation,3
3778,True,False,True,False,True,Black,Plea Bargaining,0
3779,False,True,True,True,False,Black,Initial Hearing/Arraignment,0
3780,False,False,True,False,False,Hispanic,Plea Bargaining,2
3781,False,True,True,True,False,White,Plea Bargaining,5
3782,True,True,False,False,False,White,Initial Hearing/Arraignment,0
3783,True,True,True,True,True,White,Plea Bargaining,2
3784,False,False,False,False,False,Other,Plea Bargaining,5
3785,False,False,False,False,False,Other,Investigation,3
3786,False,True,True,True,False,Hispanic,Pre-Trial Motions,3
3787,False,True,True,True,True,Hispanic,Plea Bargaining,4
3788,False,True,True,True,False,Black,Pre-Trial Motions,3
3789,False,True,True,True,False,Black,Initial Hearing/Arraignment,2
3790,False,True,False,False,True,Hispanic,Plea Bargaining,3
3791,True,False,False,False,False,Hispanic,Investigation,1
3792,True,True,False,True,False,Other,Investigation,3
3793,True,False,False,False,True,Hispanic,Pre-Trial Motions,3
3794,True,True,True,True,False,Black,Investigation,4
3795,True,False,True,True,False,Hispanic,Plea Bargaining,0
3796,False,False,True,True,True,Hispanic,Pre-Trial Motions,1
3797,True,False,False,True,False,Hispanic,Pre-Trial Motions,3
3798,False,True,True,False,False,Hispanic,Pre-Trial Motions,4
3799,False,False,False,False,True,Hispanic,Pre-Trial Motions,0
3800,True,False,False,True,False,Hispanic,Pre-Trial Motions,3
3801,False,True,True,True,False,Hispanic,Pre-Trial Motions,3
3802,False,True,True,True,True,Hispanic,Investigation,3
3803,False,False,True,True,False,Hispanic,Plea Bargaining,5
3804,False,False,True,True,False,Black,Plea Bargaining,5
3805,False,True,True,False,False,Other,Pre-Trial Motions,4
3806,True,True,True,False,False,Other,Initial Hearing/Arraignment,0
3807,False,True,False,True,True,Hispanic,Pre-Trial Motions,2
3808,True,True,True,True,False,Black,Investigation,0
3809,False,True,True,False,False,Black,Investigation,1
3810,True,False,False,True,True,White,Initial Hearing/Arraignment,2
3811,True,True,True,False,True,Other,Plea Bargaining,2
3812,True,True,True,True,True,Other,Investigation,3
3813,False,True,False,True,True,White,Pre-Trial Motions,4
3814,True,True,True,False,False,Hispanic,Plea Bargaining,1
3815,True,True,True,False,False,Black,Plea Bargaining,5
3816,False,False,True,True,False,White,Plea Bargaining,2
3817,True,False,True,False,True,Other,Plea Bargaining,3
3818,False,True,False,True,False,Hispanic,Investigation,2
3819,False,False,True,False,False,White,Plea Bargaining,3
3820,True,False,True,True,False,Hispanic,Investigation,3
3821,False,True,False,False,False,White,Plea Bargaining,2
3822,False,False,False,False,True,Black,Plea Bargaining,4
3823,False,False,False,False,True,White,Investigation,3
3824,False,False,True,True,False,Hispanic,Investigation,4
3825,False,True,True,False,False,Other,Pre-Trial Motions,3
3826,True,True,False,True,False,White,Investigation,0
3827,True,False,True,True,True,White,Plea Bargaining,2
3828,False,True,True,False,True,Hispanic,Investigation,3
3829,False,False,True,True,False,Other,Plea Bargaining,0
3830,True,False,True,True,False,White,Pre-Trial Motions,2
3831,True,True,True,True,True,Black,Initial Hearing/Arraignment,1
3832,True,False,True,False,False,Hispanic,Plea Bargaining,2
3833,True,True,False,False,True,Black,Investigation,3
3834,False,False,False,True,True,Hispanic,Pre-Trial Motions,3
3835,True,True,True,False,False,Black,Initial Hearing/Arraignment,5
3836,False,False,True,True,True,Other,Investigation,4
3837,False,True,True,False,True,Hispanic,Investigation,1
3838,True,True,True,True,False,Black,Initial Hearing/Arraignment,3
3839,False,True,True,True,False,Other,Initial Hearing/Arraignment,4
3840,False,False,True,False,True,Hispanic,Pre-Trial Motions,3
3841,False,False,False,False,True,White,Initial Hearing/Arraignment,3
3842,False,False,True,False,True,Hispanic,Investigation,0
3843,True,False,False,False,True,White,Investigation,3
3844,False,True,False,True,True,Other,Pre-Trial Motions,1
3845,False,True,False,False,True,Other,Pre-Trial Motions,2
3846,False,True,False,True,False,Other,Plea Bargaining,2
3847,True,True,True,True,False,Black,Investigation,1
3848,False,True,False,False,True,White,Investigation,2
3849,False,True,True,False,True,White,Investigation,2
3850,False,True,True,True,False,Black,Investigation,5
3851,False,True,True,False,False,White,Investigation,3
3852,True,False,True,True,True,White,Plea Bargaining,2
3853,False,True,False,True,False,Black,Plea Bargaining,0
3854,False,False,True,True,False,Other,Investigation,0
3855,True,True,True,False,False,Other,Plea Bargaining,1
3856,True,False,False,False,True,Hispanic,Initial Hearing/Arraignment,0
3857,False,True,True,False,False,Other,Initial Hearing/Arraignment,3
3858,True,False,False,False,False,Hispanic,Investigation,2
3859,False,True,True,True,True,Hispanic,Investigation,4
3860,True,True,False,True,True,White,Pre-Trial Motions,5
3861,True,True,False,False,True,Other,Investigation,2
3862,False,False,True,True,True,Other,Initial Hearing/Arraignment,2
3863,True,True,True,False,False,Hispanic,Pre-Trial Motions,2
3864,False,True,False,False,False,Hispanic,Plea Bargaining,0
3865,True,False,False,True,True,White,Plea Bargaining,1
3866,False,True,False,False,False,Black,Plea Bargaining,5
3867,False,True,True,False,True,White,Investigation,4
3868,True,False,False,True,False,Black,Plea Bargaining,2
3869,False,False,True,False,True,White,Pre-Trial Motions,4
3870,True,False,False,True,True,Hispanic,Initial Hearing/Arraignment,4
3871,True,True,False,True,False,White,Investigation,3
3872,True,False,True,False,True,White,Plea Bargaining,1
3873,True,False,False,True,True,Other,Plea Bargaining,3
3874,True,False,True,False,True,Black,Investigation,3
3875,True,False,True,True,False,White,Initial Hearing/Arraignment,5
3876,False,True,False,False,True,Other,Plea Bargaining,4
3877,False,False,True,False,True,Other,Initial Hearing/Arraignment,4
3878,True,False,True,False,False,Other,Pre-Trial Motions,3
3879,False,True,False,False,False,Black,Plea Bargaining,4
3880,True,True,True,True,False,Hispanic,Initial Hearing/Arraignment,3
3881,False,False,True,False,True,Other,Investigation,2
3882,True,True,True,True,False,Other,Investigation,3
3883,True,False,False,False,True,White,Pre-Trial Motions,4
3884,False,True,False,True,True,Black,Plea Bargaining,5
3885,False,True,True,True,False,White,Plea Bargaining,4
3886,False,True,False,False,False,White,Pre-Trial Motions,1
3887,False,False,False,True,False,Black,Pre-Trial Motions,2
3888,True,False,False,True,False,Other,Plea Bargaining,5
3889,False,True,True,False,True,Black,Initial Hearing/Arraignment,5
3890,True,True,True,False,True,Other,Plea Bargaining,4
3891,False,False,True,True,True,Black,Investigation,2
3892,False,False,False,False,True,Hispanic,Plea Bargaining,2
3893,True,False,True,True,True,White,Plea Bargaining,3
3894,True,True,True,True,True,Other,Investigation,2
3895,False,True,True,True,False,White,Initial Hearing/Arraignment,0
3896,False,True,True,True,True,Hispanic,Initial Hearing/Arraignment,2
3897,False,False,False,False,False,Other,Pre-Trial Motions,3
3898,True,True,False,False,True,Black,Investigation,4
3899,False,True,True,True,True,Black,Initial Hearing/Arraignment,5
3900,False,False,True,False,False,Black,Investigation,1
3901,False,True,True,True,False,White,Plea Bargaining,5
3902,False,True,False,True,False,Other,Pre-Trial Motions,4
3903,False,False,True,False,False,Other,Initial Hearing/Arraignment,3
3904,False,False,True,False,True,Other,Investigation,2
3905,False,False,True,True,True,Black,Investigation,3
3906,True,True,False,False,False,Black,Plea Bargaining,5
3907,True,True,False,True,False,Other,Plea Bargaining,0
3908,True,False,True,False,True,White,Pre-Trial Motions,0
3909,False,False,True,True,True,Black,Initial Hearing/Arraignment,4
3910,True,False,False,True,False,Black,Plea Bargaining,4
3911,True,True,False,True,True,White,Investigation,2
3912,True,False,False,False,False,Other,Pre-Trial Motions,1
3913,True,False,False,True,True,Black,Plea Bargaining,0
3914,False,True,False,True,True,Hispanic,Pre-Trial Motions,0
3915,False,True,False,True,True,Hispanic,Pre-Trial Motions,2
3916,True,False,True,True,True,Black,Investigation,4
3917,True,True,True,True,False,Black,Plea Bargaining,3
3918,True,True,True,True,True,White,Plea Bargaining,1
3919,False,True,False,True,False,White,Initial Hearing/Arraignment,2
3920,True,True,False,True,True,Hispanic,Pre-Trial Motions,1
3921,True,True,True,True,False,Hispanic,Plea Bargaining,2
3922,False,True,True,True,True,White,Investigation,4
3923,False,True,True,False,True,Hispanic,Pre-Trial Motions,0
3924,True,False,True,False,False,Black,Plea Bargaining,5
3925,True,True,False,True,True,Other,Investigation,1
3926,True,True,True,False,False,Hispanic,Investigation,0
3927,True,True,True,False,False,Other,Initial Hearing/Arraignment,5
3928,False,True,False,False,False,Black,Investigation,0
3929,True,True,True,True,True,White,Investigation,0
3930,True,True,True,True,True,Black,Investigation,1
3931,False,False,True,True,True,Hispanic,Initial Hearing/Arraignment,2
3932,True,True,True,False,True,White,Plea Bargaining,2
3933,True,True,False,True,False,Black,Plea Bargaining,3
3934,False,True,False,False,True,White,Plea Bargaining,1
3935,True,True,False,False,True,Black,Investigation,4
3936,True,False,True,False,False,White,Pre-Trial Motions,2
3937,True,True,False,True,True,Black,Investigation,5
3938,False,False,True,True,False,Other,Plea Bargaining,3
3939,True,True,False,True,False,Other,Plea Bargaining,3
3940,True,True,True,False,False,Black,Plea Bargaining,3
3941,False,False,False,False,False,Hispanic,Investigation,1
3942,True,True,True,False,True,Other,Pre-Trial Motions,3
3943,False,True,False,False,False,Hispanic,Investigation,1
3944,True,True,False,True,True,White,Pre-Trial Motions,1
3945,False,False,False,True,True,Black,Plea Bargaining,5
3946,True,False,False,False,True,Black,Plea Bargaining,3
3947,False,True,True,True,True,Black,Pre-Trial Motions,2
3948,True,False,True,True,True,Black,Pre-Trial Motions,3
3949,False,False,True,True,True,Other,Investigation,1
3950,True,False,True,True,True,Hispanic,Plea Bargaining,0
3951,True,True,True,False,True,Hispanic,Pre-Trial Motions,4
3952,False,True,False,False,True,White,Pre-Trial Motions,0
3953,False,True,True,False,False,Black,Investigation,5
3954,False,False,True,True,True,Hispanic,Initial Hearing/Arraignment,1
3955,True,True,False,True,False,Hispanic,Plea Bargaining,2
3956,True,False,True,True,True,White,Initial Hearing/Arraignment,4
3957,False,False,True,False,False,Hispanic,Initial Hearing/Arraignment,3
3958,False,False,True,False,False,White,Pre-Trial Motions,1
3959,True,False,True,False,True,Hispanic,Plea Bargaining,2
3960,False,True,True,True,True,Other,Plea Bargaining,5
3961,False,True,False,False,True,Black,Investigation,4
3962,True,False,False,True,False,Hispanic,Pre-Trial Motions,1
3963,False,True,False,True,False,Hispanic,Initial Hearing/Arraignment,0
3964,True,True,False,False,True,Other,Investigation,0
3965,True,False,True,True,True,Black,Investigation,5
3966,True,False,False,True,True,White,Initial Hearing/Arraignment,1
3967,True,False,False,False,True,Black,Pre-Trial Motions,2
3968,False,False,True,False,False,White,Initial Hearing/Arraignment,3
3969,False,True,False,True,True,Black,Pre-Trial Motions,1
3970,False,False,False,False,True,Hispanic,Investigation,1
3971,True,True,True,False,True,Black,Plea Bargaining,5
3972,True,False,False,False,False,Black,Investigation,2
3973,False,True,False,True,True,Black,Plea Bargaining,4
3974,True,False,False,False,True,Hispanic,Initial Hearing/Arraignment,3
3975,False,False,False,False,False,Hispanic,Plea Bargaining,0
3976,False,True,True,False,True,Black,Investigation,3
3977,False,False,True,True,False,White,Pre-Trial Motions,1
3978,False,False,False,True,False,White,Pre-Trial Motions,2
3979,False,False,False,True,False,White,Initial Hearing/Arraignment,4
3980,False,True,False,False,False,Other,Plea Bargaining,4
3981,True,True,False,False,True,Black,Investigation,4
3982,False,True,False,True,False,Hispanic,Plea Bargaining,1
3983,False,False,False,False,True,Hispanic,Pre-Trial Motions,1
3984,False,True,False,False,True,Hispanic,Pre-Trial Motions,2
3985,False,True,False,True,False,White,Initial Hearing/Arraignment,4
3986,True,False,False,False,True,Other,Investigation,1
3987,True,True,False,True,True,White,Plea Bargaining,0
3988,False,False,True,False,True,Hispanic,Initial Hearing/Arraignment,5
3989,True,False,True,True,False,White,Investigation,4
3990,True,True,True,True,False,White,Plea Bargaining,2
3991,False,True,False,False,True,Black,Pre-Trial Motions,4
3992,True,False,True,True,False,Other,Plea Bargaining,2
3993,True,True,True,False,False,Hispanic,Plea Bargaining,2
3994,False,False,True,False,True,Other,Initial Hearing/Arraignment,2
3995,True,False,False,True,True,Other,Pre-Trial Motions,2
3996,True,False,False,False,True,White,Investigation,4
3997,False,False,True,False,True,Other,Initial Hearing/Arraignment,0
3998,False,True,True,True,False,Black,Initial Hearing/Arraignment,4
3999,True,False,False,False,False,White,Pre-Trial Motions,0
4000,False,False,False,False,True,Black,Plea Bargaining,2
4001,True,True,False,True,True,Black,Pre-Trial Motions,4
4002,True,False,True,False,True,Black,Plea Bargaining,3
4003,False,False,True,True,False,Hispanic,Initial Hearing/Arraignment,5
4004,True,False,False,False,False,White,Pre-Trial Motions,0
4005,True,True,True,True,False,Other,Pre-Trial Motions,0
4006,False,True,True,False,True,Other,Plea Bargaining,0
4007,False,True,False,False,True,Other,Investigation,3
4008,True,True,True,False,False,White,Plea Bargaining,4
4009,False,True,False,True,True,Other,Initial Hearing/Arraignment,5
4010,False,True,False,True,True,White,Investigation,0
4011,True,False,False,False,True,Hispanic,Investigation,5
4012,False,True,True,False,False,Hispanic,Pre-Trial Motions,2
4013,False,True,True,True,True,Hispanic,Plea Bargaining,3
4014,False,False,True,True,True,Hispanic,Plea Bargaining,3
4015,False,True,False,False,True,Black,Plea Bargaining,5
4016,True,False,True,False,False,Hispanic,Pre-Trial Motions,5
4017,True,True,False,True,False,White,Initial Hearing/Arraignment,3
4018,True,False,True,True,False,White,Initial Hearing/Arraignment,2
4019,True,True,False,False,True,Black,Plea Bargaining,3
4020,True,False,True,False,False,Black,Investigation,5
4021,True,False,True,False,True,Black,Investigation,5
4022,False,True,False,False,False,Black,Plea Bargaining,2
4023,True,True,False,False,True,White,Plea Bargaining,0
4024,True,False,False,True,False,Hispanic,Pre-Trial Motions,2
4025,False,False,False,False,False,White,Initial Hearing/Arraignment,3
4026,False,False,False,True,True,White,Investigation,1
4027,False,False,False,True,False,Other,Plea Bargaining,4
4028,True,True,True,False,False,Hispanic,Pre-Trial Motions,2
4029,False,True,True,True,True,White,Initial Hearing/Arraignment,1
4030,True,False,False,False,True,Other,Initial Hearing/Arraignment,3
4031,False,True,False,True,False,Hispanic,Pre-Trial Motions,2
4032,False,True,False,True,True,Hispanic,Pre-Trial Motions,3
4033,False,False,False,True,True,Hispanic,Plea Bargaining,2
4034,True,True,False,False,True,Hispanic,Pre-Trial Motions,2
4035,False,True,True,True,False,Other,Investigation,3
4036,True,False,False,False,True,Hispanic,Plea Bargaining,5
4037,False,True,True,True,True,Black,Plea Bargaining,3
4038,True,True,False,False,False,White,Investigation,2
4039,False,True,False,False,False,White,Plea Bargaining,3
4040,False,True,True,True,False,Hispanic,Pre-Trial Motions,3
4041,False,True,True,False,True,White,Plea Bargaining,2
4042,True,False,True,False,False,Black,Plea Bargaining,3
4043,True,False,True,False,False,White,Investigation,0
4044,False,False,True,True,False,Black,Plea Bargaining,5
4045,False,True,False,True,False,Hispanic,Pre-Trial Motions,0
4046,False,False,False,False,True,Hispanic,Plea Bargaining,0
4047,False,True,False,True,True,Hispanic,Pre-Trial Motions,4
4048,False,True,False,True,True,Hispanic,Investigation,4
4049,False,True,False,True,True,Other,Investigation,3
4050,True,False,False,False,False,Other,Investigation,1
4051,True,False,True,False,False,White,Pre-Trial Motions,4
4052,True,True,True,True,False,Hispanic,Pre-Trial Motions,3
4053,False,True,False,True,False,White,Investigation,4
4054,True,True,True,False,True,White,Investigation,1
4055,True,False,False,False,True,Black,Pre-Trial Motions,5
4056,False,False,False,False,False,Other,Plea Bargaining,3
4057,True,False,True,False,True,Hispanic,Investigation,4
4058,False,False,False,True,False,White,Initial Hearing/Arraignment,1
4059,False,False,False,True,False,White,Investigation,1
4060,True,False,False,False,False,Other,Plea Bargaining,4
4061,True,False,True,True,True,Black,Investigation,5
4062,True,True,True,False,True,Other,Investigation,0
4063,False,True,False,True,False,Hispanic,Investigation,1
4064,True,False,True,True,False,White,Plea Bargaining,2
4065,False,True,False,True,False,Hispanic,Investigation,2
4066,True,True,False,False,True,Hispanic,Pre-Trial Motions,1
4067,False,True,False,False,False,White,Initial Hearing/Arraignment,1
4068,True,False,True,False,True,Other,Pre-Trial Motions,2
4069,True,False,True,False,False,Other,Pre-Trial Motions,4
4070,True,False,False,True,True,Hispanic,Investigation,1
4071,False,True,False,True,False,Black,Plea Bargaining,3
4072,False,True,False,False,False,Hispanic,Investigation,0
4073,False,False,False,False,True,White,Investigation,0
4074,True,True,False,False,True,Hispanic,Pre-Trial Motions,2
4075,False,True,True,False,True,Hispanic,Initial Hearing/Arraignment,1
4076,False,False,True,False,False,Hispanic,Investigation,3
4077,True,True,True,True,True,Hispanic,Initial Hearing/Arraignment,3
4078,False,True,True,False,False,White,Plea Bargaining,2
4079,False,True,True,False,False,Other,Initial Hearing/Arraignment,1
4080,True,True,False,False,True,White,Plea Bargaining,4
4081,False,True,True,False,True,Black,Investigation,3
4082,True,False,False,True,True,White,Initial Hearing/Arraignment,1
4083,True,True,False,True,False,Black,Plea Bargaining,5
4084,True,False,True,True,False,Black,Pre-Trial Motions,3
4085,False,True,False,False,False,Black,Investigation,2
4086,False,False,True,False,True,Other,Investigation,1
4087,True,False,True,True,False,Hispanic,Plea Bargaining,2
4088,True,True,True,True,True,Hispanic,Pre-Trial Motions,3
4089,True,True,True,True,True,Black,Pre-Trial Motions,4
4090,False,True,True,False,True,Hispanic,Initial Hearing/Arraignment,4
4091,False,False,False,True,True,White,Initial Hearing/Arraignment,4
4092,False,False,True,True,False,White,Pre-Trial Motions,0
4093,True,True,False,False,True,Other,Investigation,3
4094,True,True,True,False,False,White,Initial Hearing/Arraignment,1
4095,True,False,False,False,False,Other,Initial Hearing/Arraignment,4
4096,False,True,False,True,True,Other,Investigation,3
4097,False,False,True,False,False,White,Investigation,2
4098,False,False,True,False,False,Black,Plea Bargaining,3
4099,False,True,True,False,True,Other,Pre-Trial Motions,2
4100,True,False,True,True,True,Hispanic,Initial Hearing/Arraignment,3
4101,True,False,False,False,True,Hispanic,Investigation,0
4102,False,False,True,True,True,Black,Investigation,5
